130,276.696,177.474,16.1486
148.732,353.912,205.996,456.353
201.786,350.472,214.127,457.592
302.77,535.594,251.397,1461.74
345.295,491.963,188.593,1170.14
438.479,275,175,1.76462e-08
802.963,353.778,223.612,498.275
852.043,363.615,221.057,537.568
935.874,461.607,185.211,1005.96
981.057,463.37,190.189,1017.23
