5.00507,299.703,178.138,134.037
10.0051,323.946,184.242,268.119
21.2774,378.602,198.003,571.241
72.1606,346.673,214.145,439.585
150.031,391.396,153.778,636.855
212.404,329.6,148.792,326
277.113,275,175,1.54763e-08
413.928,365.107,210.779,521.857
463.637,346.99,211.543,434.567
553.22,483.784,176.979,1123.88
591.084,479.72,173.396,1101.98
695.946,275,175,1.26656e-08
