5.00007,265.737,195.05,118.881
10.0001,256.104,218.119,253.405
18.1999,240.306,255.952,474.073
82.9901,196.485,334.497,956.912
137.856,204.095,346.577,999.305
201.133,207.548,342.088,969.908
301.038,275,175,1.5137e-08
542.995,354.882,219.776,492.923
591.795,351.641,228.091,501.85
682.824,479.863,174.178,1102.73
720.942,483.015,177.672,1119.78
826.607,275,175,2.55037e-08
