130,276.696,177.474,16.1486
148.732,353.912,205.996,456.353
201.786,350.472,214.127,457.592
302.77,535.594,251.397,1461.74
345.081,491.912,189.934,1170.34
438.485,275,175,1.41495e-08
802.951,351.961,226.265,497.751
852.747,363.367,218.707,530.656
935.568,465.964,225.389,1063.09
987.765,460.564,186.955,1000.91
