0,1,1
0,2,1
0,3,1
0,4,1
65,5,1
265,92,1
265,93,1
265,94,1
265,95,1
277.113,2,0
297.797,4,0
301.038,1,0
320.248,3,0
342.203,92,0
395,2,1
430.395,93,0
438.486,5,0
460,4,1
525,1,1
525,3,1
558.432,95,0
566.474,94,0
655,92,1
696.027,2,0
720,93,1
755.165,4,0
785,5,1
785,95,1
820.746,3,0
826.607,1,0
915,94,1
951.776,92,0
980,2,1
